# this is the base set of chemistry rates that is read in
# by default for all cases.
# We have the option to supplement this with improved rates 
# from mole_co_federman.dat and mole_co_leidenhack.dat
# Both files are used by default but can be disabled with
# the SET CHEMISTRY command.  There are duplicate reactions
# in this case and the base reactions in this file are
# ignored.
#These would be double counted if included in the molecular network
#N+,e-=>N:ele_recomb:1.:0.:0.
#S+,e-=>S:ele_recomb:1.:0.:0.
#Cl+,e-=>Cl:ele_recomb:1.:0.:0.
#C+,e-=>C:ele_recomb:1.:0.:0.
#O+,e-=>O:ele_recomb:1.:0.:0.
#Si+,e-=>Si:ele_recomb:1.:0.:0.
CRPHOT,SiO=>Si,O:crnurate:500:0.:0. # UMIST	 
PHOTON,CH3=>CH3+,e-:th85rate:1.0e-10:0.:2.1 #  UMIST     
#PHOTON,CH3=>CH2,H:th85rate:2.5e-10:0.:1.9 #  UMIST
#CH3,PHOTON=>CH2,H:hmrate:1.35e-10:0:2.3 #UMIST2012, updated by GS on 26thMay2021 # 9 sigma BIG BLOTCH
CH3,PHOTON=>CH2,H:th85rate:1.35e-10:0:2.3 #UMIST2012 updated by GS on 18thOct2021, rate corrected to th85rate 
#PHOTON,CH3=>CH,H2:th85rate:2.5e-10:0.:1.9 #  UMIST 
#PHOTON,CH3=>CH,H2:hmrate:1.35e-10:0.:2.3 # UMIST2012; updated by GS on 21stMay2021  # 9 sigma BIG BLOTCH 
PHOTON,CH3=>CH,H2:th85rate:1.35e-10:0.:2.3 #UMIST2012 updated by GS on 18thOct2021, rate corrected to th85rate
CRPHOT,CH3=>CH3+,e-:crnurate:500:0.:0. # UMIST     
CRPHOT,CH3=>CH2,H:crnurate:500:0.:0. # UMIST     
CRPHOT,CH3=>CH,H2:crnurate:500:0.:0. # UMIST     
PHOTON,CH4=>CH3,H:th85rate:2.2e-10:0.:2.2 #  UMIST     
#PHOTON,CH4=>CH2,H2:th85rate:9.8e-10:0.:2.2 #  UMIST 
#CH4,PHOTON=>CH2,H2:hmrate:9.8e-10:0:2.6 #UMIST2012, updated by GS on 26thMay2021 # 9 sigma BIG BLOTCH 
CH4,PHOTON=>CH2,H2:th85rate:9.8e-10:0:2.6 #UMIST2012 updated by GS on 18thOct2021, rate corrected to th85rate  
#PHOTON,CH4=>CH,H2,H:th85rate:2.2e-10:0.:2.2 #  UMIST     
#PHOTON,CH4=>CH,H2,H:hmrate:2.2e-10:0.:2.6 # UMIST2012; updated by GS on 21stMay2021 #9 Sigma Big BLOTCH
PHOTON,CH4=>CH,H2,H:th85rate:2.2e-10:0.:2.6 #UMIST2012 updated by GS on 18thOct2021, rate corrected to th85rate
CRPHOT,CH4=>CH2,H2:crnurate:2272:0.:0. # UMIST     
C2,PHOTON=>C,C:th85rate:4.7e-11:0.:0. # UMIST	  	#>>chng 05 dec 17 The rate for this reaction comes from Eric Herbst's website 
C2,PHOTON=>C2+,e-:th85rate:1e-10:0.:0. # UMIST	  	#>>chng 05 dec 17 The rate for this reaction comes from Eric Herbst's website 
C2,CRPHOT=>C,C:crnurate:500:0.:0. # UMIST	 
C2+,PHOTON=>C+,C:th85rate:1.0e-11:0.:0. # UMIST	 
C2H,CRPHOT=>C2,H:crnurate:5000:0.:0. 
C2H,PHOTON=>C2,H:th85rate:0.00000000051:0.:0. 
C2H,PHOTON=>C2H+,e-:th85rate:0.00000000001:0.:0. 
C2H,CRPHOT=>C2H+,e-:crnurate:5000:0.:0. 
C3,PHOTON=>C2,C:th85rate:0.0000000038:0.:0. 
C3,CRPHOT=>C2,C:crnurate:1119:0.:0. 
C2H2,CRPHOT=>C2H2+,e-:crnurate:1309:0.:0. 
C2H2,CRPHOT=>C2H,H:crnurate:5155:0.:0. 
C3H,CRPHOT=>C3,H:crnurate:5000:0.:0. 
C2H2,PHOTON=>C2H2+,e-:th85rate:0.00000000046:0.:0. 
C2H2,PHOTON=>C2H,H:th85rate:0.0000000073:0.:0. 
C3H,PHOTON=>C3,H:th85rate:0.000000001:0.:0. 
H,CH=>C,H,H:hmrate:6.0e-9:0:40200 # UMIST	 
H,OH=>O,H,H:hmrate:6.0e-9:0:50900 # UMIST	 
H,H2O=>OH,H,H:hmrate:5.8e-9:0:52900 # UMIST	 
#O,CH=>CO,H:hmrate:6.6e-11:0.:0.#  UMIST
O,CH=>CO,H:hmrate:6.02e-11:0.1.:-4.5 # UMIST2012, updated by GS on 22ndMay2021
e-,CH2+=>CH,H:hmrate:0.00000016:-0.6:0#  UMIST 
e-,CH2+=>C,H2:hmrate:0.0000000768:-0.6:0 # UMIST	 
e-,CH3+=>C,H2,H:hmrate:0.000000105:-0.5:0 # UMIST; Federman	 
#e-,CH3+=>CH2,H:hmrate:0.00000014:-0.5:0 # UMIST;Federman
e-,CH3+=>CH2,H:hmrate:7.75e-8:-0.5:0	 # UMIST2012, updated by GS on 25thMay2021 
#e-,CH3+=>CH,H2:hmrate:0.000000049:-0.5:0 # UMIST; Federman	 
e-,CO+=>C,O:hmrate:0.0000002:-0.48:0 # UMIST; Federman	 
H,CH=>C,H2:hmrate:2.7e-11:0.38:2200 # UMIST; Federman	  	# >>chng 06 Feb 27 -- NPA  TH85 has a temperature barrier for this reaction, and the Meudon PDR code datafile does as well.  Use the temperature barrier of 2200 K 
H2,CO+=>HCO+,H:hmrate:1.8e-9:0.:0. # UMIST;Federman;	 
H2,CH2+=>CH3+,H:hmrate:1.6e-9:0.:0. #  UMIST;Federman;
H2,C+=>CH2+,PHOTON:hmrate:0.0000000000000004:-0.2:0 # UMIST;Federman	 
#N,C2=>CN,C:hmrate:5.e-11:0.5:0 # UMIST; Federman
N,C2=>CN,C:hmrate:5.e-11:0.:0 # UMIST2012, updated by GS on 4thApril2021  #BIG BLOTCH for CN in pdr_dense_persei.in 
#C+,CH=>C2+,H:hmrate:27e-9:-0.50:0 # UMIST;Federman 
C+,CH=>C2+,H:hmrate:3.8e-10:-0.50:0 # UMIST2012, updated by GS on 22ndMay2021 # 9 sigma BIG BLOTCH in h2_pdr_leiden_hack_f1.in 
#C+,CH=>CH+,C:hmrate:3.8e-10:0.:0. # UMIST;Federman
C+,CH=>CH+,C:hmrate:3.8e-10:-0.5.:0. #UMIST2012, updated by GS on 22ndMay2021	 
O,CH3+=>HCO+,H2:hmrate:4.0e-10:0.:0. # UMIST;Federman	 
CH,N=>CN,H:hmrate:1.66e-10:-0.09:0 # UMIST ; Federman  
C+,NH=>CN+,H:hmrate:7.8e-10:0.:0. # UMIST; Federman   
e-,HCO+=>CO,H:hmrate:0.00000011:-1:0 # UMIST; Federman	 
H,CH+=>C+,H2:hmrate:7.5e-10:0:0 # UMIST	 
H,CH2=>CH,H2:hmrate:6.64e-11:0:370 # UMIST	  	# >>chng 06 Feb 27 -- NPA  TH85 has a temperature barrier for this reaction, and the Meudon PDR code datafile does as well.  Use the temperature barrier of 370 K	
#H,CH2=>CH,H2:hmrate:2.2e-10:0:0 # UMIST2012, updated by GS on 22ndMay2021
H,CH3+=>CH2+,H2:hmrate:7.0e-10:0:10560 # UMIST	 
H,OH=>O,H2:hmrate:0.0000000000000699:2.8:1950 # UMIST	 
H,H2O=>OH,H2:hmrate:1.59e-11:1.2:9610 # UMIST	 
H,O2=>OH,O:hmrate:2.61e-10:0:8156 # UMIST	 
H,O2=>O,O,H:hmrate:6.0e-9:0:52300 # UMIST	 
H,C=>CH,PHOTON:hmrate:1.e-17:0:0 # UMIST	 
H,C+=>CH+,PHOTON:hmrate:1.7e-17:0:0 # UMIST	 
H,OH=>H2O,PHOTON:hmrate:5.26E-18:-5.22:90 # UMIST	 
H,O=>OH,PHOTON:hmrate:9.9E-19:-0.38:0 # UMIST	 
H-,CH=>CH2,e-:hmrate:1.0e-10:0:0 # UMIST	 
H-,C=>CH,e-:hmrate:1.0e-9:0:0 # UMIST	 
H-,OH=>H2O,e-:hmrate:1.0e-10:0:0 # UMIST	 
H-,O=>OH,e-:hmrate:1.0e-9:0:0 # UMIST	 
H-,H3O+=>H2O,H2:hmrate:0.00000023:-0.5:0 # UMIST	 
H-,H3O+=>OH,H2,H:hmrate:0.00000023:-0.5:0 # UMIST	 
#H+,CH=>CH+,H:hmrate:1.9e-9:0:0 # UMIST
H+,CH=>CH+,H:hmrate:1.9e-9:-0.5:0 # UMIST2012, updated by GS on 22ndMay2021 	 
H+,CH2=>CH2+,H:hmrate:1.4e-9:0:0 # UMIST	 
H+,H2O=>H2O+,H:hmrate:6.9e-9:0:0 # UMIST	 
H+,O2=>O2+,H:hmrate:2.0e-9:0:0 # UMIST	 
H+,OH=>OH+,H:hmrate:2.1e-9:0:0 # UMIST	 
H+,SiO=>SiO+,H:hmrate:3.3e-9:0:0 # UMIST	 
H+,CH2=>CH+,H2:hmrate:1.4e-9:0:0 # UMIST	 
H+,SiH=>Si+,H2:hmrate:1.7e-9:0:0 # UMIST	 
H2,C=>CH,H:hmrate:6.64e-10:0:11700 # UMIST	 
H2,C+=>CH+,H:hmrate:1.0e-10:0:4640 # UMIST	 
H2,CH=>CH2,H:hmrate:5.46e-10:0:1943 # UMIST	 
H2,CH+=>CH2+,H:hmrate:1.2e-9:0:0 # UMIST	 
H2,OH=>H2O,H:hmrate:2.05e-12:1.52:1736 # UMIST	 
H2,OH+=>H2O+,H:hmrate:1.01e-9:0:0 # UMIST	 
H2,H2O+=>H3O+,H:hmrate:6.4e-10:0:0 # UMIST	 
H2,O=>OH,H:hmrate:3.14e-13:2.7:3150 # UMIST	 
H2,O+=>OH+,H:hmrate:1.7e-9:0:0 # UMIST	 
H2,SiO+=>SiOH+,H:hmrate:3.2e-10:0:0 # UMIST	 
H2,CH=>C,H2,H:hmrate:6.0e-9:0:40200 # UMIST	 
H2,OH=>O,H2,H:hmrate:6.0e-9:0:50900 # UMIST	 
H2,H2O=>OH,H2,H:hmrate:5.8e-9:0:52900 # UMIST	 
H2,O2=>O,O,H2:hmrate:6.0e-9:0:52300 # UMIST	 
H2,O2=>OH,OH:hmrate:3.16e-10:0:21890 # UMIST	 
H2,C=>CH2,PHOTON:hmrate:1.e-17:0:0 # UMIST	 
H2,Si+=>SiH2+,PHOTON:hmrate:0.000000000000000003:0:0 # UMIST	 
H2+,C=>CH+,H:hmrate:2.4e-9:0:0 # UMIST	 
#H2+,CH=>CH2+,H:hmrate:7.1e-10:0:0 # UMIST
H2+,CH=>CH2+,H:hmrate:7.1e-10:-0.5:0 #UMIST2012, updated by GS on 22ndMay2021	 
H2+,CH2=>CH3+,H:hmrate:1.0e-9:0:0 # UMIST	 
H2+,OH=>H2O+,H:hmrate:7.6e-10:0:0 # UMIST	 
H2+,H2O=>H3O+,H:hmrate:3.4e-9:0:0 # UMIST	 
H2+,O=>OH+,H:hmrate:1.5e-9:0:0 # UMIST	 
#H2+,CH=>CH+,H2:hmrate:7.1e-10:0:0 # UMIST
H2+,CH=>CH+,H2:hmrate:7.1e-10:-0.5:0 #UMIST2012, updated by GS on 22ndMay2021	 
H2+,CH2=>CH2+,H2:hmrate:1.0e-9:0:0 # UMIST	 
H2,S=>HS,H:hmrate:1.76e-13:2.88:6126 # UMIST	 # >>chng 05 aug 02, NA added this 
H2+,H2O=>H2O+,H2:hmrate:3.9e-9:0:0 # UMIST	 
H2+,O2=>O2+,H2:hmrate:8.e-10:0:0 # UMIST	 
H2+,OH=>OH+,H2:hmrate:7.6e-10:0:0 # UMIST	 
H3+,C=>CH+,H2:hmrate:2.0e-9:0:0 # UMIST	 
#H3+,CH=>CH2+,H2:hmrate:1.2e-9:0:0 # UMIST
H3+,CH=>CH2+,H2:hmrate:1.2e-9:-0.5:0 #UMIST2012, updated by GS on 22ndMay2021	 
H3+,CH2=>CH3+,H2:hmrate:1.7e-9:0:0 # UMIST	 
H3+,OH=>H2O+,H2:hmrate:1.3e-9:0:0 # UMIST	 
H3+,H2O=>H3O+,H2:hmrate:5.9e-9:0:0 # UMIST	 
H3+,SiH=>SiH2+,H2:hmrate:2.0e-9:0:0 # UMIST	 
H3+,SiO=>SiOH+,H2:hmrate:2.0e-9:0:0 # UMIST	 
#He+,CH=>CH+,He:hmrate:5.0e-10:0:0 # UMIST
He+,CH=>CH+,He:hmrate:5.0e-10:-0.5:0  #UMIST2012, updated by GS on 22ndMay2021	 
He+,H2O=>H2O+,He:hmrate:6.05e-11:0:0 # UMIST	 
He+,O2=>O2+,He:hmrate:3.3e-11:0:0 # UMIST	 
#He+,CH=>C+,H,He:hmrate:1.1e-9:0:0 # UMIST
He+,CH=>C+,H,He:hmrate:1.1e-9:-0.5:0 #UMIST2012, updated by GS on 22ndMay2021	 
He+,CH2=>CH+,H,He:hmrate:7.5e-10:0:0 # UMIST	 
He+,OH=>O+,H,He:hmrate:1.1e-9:0:0 # UMIST	 
He+,H2O=>OH+,H,He:hmrate:2.86e-10:0:0 # UMIST	 
He+,SiH=>Si+,H,He:hmrate:1.8e-9:0:0 # UMIST	 
He+,H2O=>OH,H+,He:hmrate:2.04e-10:0:0 # UMIST	 
He+,CH2=>C+,H2,He:hmrate:7.5e-10:0:0 # UMIST	 
He+,O2=>O+,O,He:hmrate:1.0e-9:0:0 # UMIST	 
He+,SiO=>Si+,O,He:hmrate:8.6e-10:0:0 # UMIST	 
He+,SiO=>Si,O+,He:hmrate:8.6e-10:0:0 # UMIST	 
# He+,Si=>Si+,He:hmrate:0.0000000033:0:0 
H,CH3=>CH2,H2:hmrate:1.0e-10:0:7600 # UMIST     
H,CH4+=>CH3+,H2:hmrate:1.0e-11:0:0 # UMIST     
H,CH5+=>CH4+,H2:hmrate:2.0e-11:0:0 # UMIST     
H2,CH2=>CH3,H:hmrate:5.18e-11:0.17:6400 # UMIST     
H2,CH=>CH3,PHOTON:hmrate:5.09E-18:-0.71:11.6 # UMIST     
H2,CH3=>CH4,H:hmrate:0.0000000000000686:2.74:4740 # UMIST     
H2,CH4+=>CH5+,H:hmrate:3.3e-11:0:0 # UMIST     
H2,CH3+=>CH5+,PHOTON:hmrate:0.000000000000013:-1:0 # UMIST     
H2+,CH4=>CH3+,H2,H:hmrate:2.3e-9:0:0 # UMIST     
H2+,CH4=>CH4+,H2:hmrate:1.4e-9:0:0 # UMIST     
H2+,CH4=>CH5+,H:hmrate:1.14e-10:0:0 # UMIST     
H3+,CH3=>CH4+,H2:hmrate:2.1e-9:0:0 # UMIST     
H3+,CH4=>CH5+,H2:hmrate:2.4e-9:0:0 # UMIST     
He+,CH3=>CH+,He,H2:hmrate:1.8e-9:0:0 # UMIST     
He+,CH4=>CH+,He,H2,H:hmrate:2.4e-10:0:0 # UMIST     
He+,CH4=>CH2+,He,H2:hmrate:9.5e-10:0:0 # UMIST     
He+,CH4=>CH3,He,H+:hmrate:4.8e-10:0:0 # UMIST     
He+,CH4=>CH3+,He,H:hmrate:8.5e-11:0:0 # UMIST     
He+,CH4=>CH4+,He:hmrate:5.1e-11:0:0 # UMIST     
H-,CH2=>CH3,e-:hmrate:1.0e-9:0:0 # UMIST     
H-,CH3=>CH4,e-:hmrate:1.0e-9:0:0 # UMIST     
H+,CH3=>CH3+,H:hmrate:3.4e-9:0:0 # UMIST     
H+,CH4=>CH3+,H2:hmrate:2.3e-9:0:0 # UMIST     
H+,CH4=>CH4+,H:hmrate:1.5e-9:0:0 # UMIST     
He+,C2=>C+,C,He:hmrate:1.6e-9:0:0 # UMIST	 
H2*,CH=>C,H2,H:hmrate:6.0e-9:0.:0. 
H2*,OH=>O,H2,H:hmrate:6.0e-9:0.:0. 
H2*,H2O=>OH,H2,H:hmrate:5.8e-9:0.:0. 
H2*,O2=>O,O,H2:hmrate:6.0e-9:0.:0. 
H2*,CH2=>CH3,H:hmrate:5.18e-11:0.17:0 
H2*,CH=>CH3,PHOTON:hmrate:5.09E-18:-0.71:0 
H2*,CH3=>CH4,H:hmrate:0.0000000000000686:2.74:0 
H2*,CH=>CH2,H:hmrate:5.46e-10:0:0.  # Tielens & Hollenbach 1985, Ap. J. 291, 722 Table 9 
H2*,O=>OH,H:hmrate:3.14e-13:2.7:0.  # Tielens & Hollenbach 1985, Ap. J. 291, 722 Table 9 
H2*,OH=>H2O,H:hmrate:2.05e-12:1.52:0.  # Tielens & Hollenbach 1985, Ap. J. 291, 722 Table 9 
H2*,O2=>OH,OH:hmrate:3.16e-10:0:0.  # Tielens & Hollenbach 1985, Ap. J. 291, 722 Table 9 
H2*,C=>CH,H:hmrate:6.64e-10:0:0.  # Tielens & Hollenbach 1985, Ap. J. 291, 722 Table 9 
H2*,C+=>CH+,H:hmrate:1.0e-10:0:0.  # Tielens & Hollenbach 1985, Ap. J. 291, 722 Table 9 
H2*,O+=>OH+,H:hmrate:1.7e-9:0.:0. 
H2,N=>NH,H:hmrate:1.69e-9:0:18095 # UMIST   
H2,NH=>NH2,H:hmrate:5.96e-11:0:7782 # UMIST   
H2,NH2=>NH3,H:hmrate:2.05e-15:3.89:1400 # UMIST   
H2,CN=>HCN,H:hmrate:0.000000000000404:2.87:820 # UMIST   
H+,HNO=>NO+,H2:hmrate:4.e-9:0:0 # UMIST   
H+,HS=>S+,H2:hmrate:1.6e-9:0:0 # UMIST   
H,HS+=>S+,H2:hmrate:1.1e-10:0:0 # UMIST   
H2+,N=>NH+,H:hmrate:1.9e-9:0:0 # UMIST   
H2,N+=>NH+,H:hmrate:1.0e-9:0:85 # UMIST   
H2,NH+=>N,H3+:hmrate:2.25e-10:0:0 # UMIST   
H2+,NH=>NH2+,H:hmrate:7.6e-10:0:0 # UMIST   
H2,NH+=>NH2+,H:hmrate:1.28e-9:0:0 # UMIST   
H2,NH2+=>NH3+,H:hmrate:2.7e-10:0:0 # UMIST   
H2,NH3+=>NH4+,H:hmrate:0.0000000000002:0:0 # UMIST   
#H2+,CN=>HCN+,H:hmrate:1.2e-9:0:0 # UMIST
H2+,CN=>HCN+,H:hmrate:1.2e-9:-0.5:0 # UMIST2012, updated by GS on 4th April,2021   
H2,CN+=>HCN+,H:hmrate:1.0e-9:0:0 # UMIST   
H2+,NO=>HNO+,H:hmrate:1.1e-9:0:0 # UMIST   
H2,S+=>HS+,H:hmrate:1.1e-10:0:9860 # UMIST   
H2,CS+=>HCS+,H:hmrate:4.5e-10:0:0 # UMIST   
H2,NO2+=>NO+,H2O:hmrate:1.5e-10:0:0 # UMIST   
H3+,NH=>NH2+,H2:hmrate:1.3e-9:0:0 # UMIST   
H3+,NH2=>NH3+,H2:hmrate:1.8e-9:0:0 # UMIST   
H3+,NH3=>NH4+,H2:hmrate:2.7e-9:0:0 # UMIST   
#H3+,CN=>HCN+,H2:hmrate:2.0e-9:0:0 # UMIST
H3+,CN=>HCN+,H2:hmrate:2.0e-9:-0.5:0 # UMIST2012, updated by GS on 4thApril,2021   
H3+,NO=>HNO+,H2:hmrate:1.1e-9:0:0 # UMIST   
H3+,S=>HS+,H2:hmrate:2.6e-9:0:0 # UMIST   
H3+,CS=>HCS+,H2:hmrate:2.9e-9:0:0 # UMIST   
H3+,NO2=>NO+,OH,H2:hmrate:7.0e-10:0:0 # UMIST   
He+,NH=>N+,He,H:hmrate:1.1e-9:0:0 # UMIST   
He+,NH2=>N+,He,H2:hmrate:8.e-10:0:0 # UMIST   
He+,NH2=>NH+,He,H:hmrate:8.e-10:0:0 # UMIST   
He+,NH3=>NH+,He,H2:hmrate:1.76e-10:0:0 # UMIST   
He+,NH3=>NH2+,He,H:hmrate:1.76e-9:0:0 # UMIST   
#He+,CN=>N,C+,He:hmrate:8.8e-10:0:0 # UMIST
He+,CN=>N,C+,He:hmrate:8.8e-10:-0.5:0 # UMIST2012, updated by GS on 4thApril,2021  
#He+,CN=>N+,C,He:hmrate:8.8e-10:0:0 # UMIST 
He+,CN=>N+,C,He:hmrate:8.8e-10:0:0 # UMIST2012,updated by GS on 4thApril,2021   
#He+,HCN=>N,CH+,He:hmrate:6.51e-10:0:0 # UMIST
He+,HCN=>N,CH+,He:hmrate:6.51e-10:-0.5:0 # UMIST2012,updated by GS on 8thApril2021  
#He+,HCN=>N+,CH,He:hmrate:2.17e-10:0:0 # UMIST
He+,HCN=>N+,CH,He:hmrate:2.17e-10:-0.5:0 # UMIST2012,updated by GS on 8thApril2021    
#He+,HCN=>N,C+,He,H:hmrate:7.75e-10:0:0 # UMIST
He+,HCN=>N,C+,He,H:hmrate:7.75e-10:-0.5:0  # UMIST2012,updated by GS on 8thApril2021   
#He+,HCN=>CN+,He,H:hmrate:1.46e-9:0:0 # UMIST
He+,HCN=>CN+,He,H:hmrate:1.46e-9:-0.5:0 # UMIST2012,updated by GS on 8thApril2021  
He+,N2=>N+,N,He:hmrate:9.6e-10:0:0 # UMIST   
He+,NO=>O+,N,He:hmrate:2.0e-10:0:0 # UMIST   
He+,NO=>O,N+,He:hmrate:1.4e-9:0:0 # UMIST   
He+,HNO=>NO+,He,H:hmrate:1.0e-9:0:0 # UMIST   
He+,HNO=>NO,He,H+:hmrate:1.0e-9:0:0 # UMIST   
He+,HS=>S+,He,H:hmrate:1.7e-9:0:0 # UMIST   
He+,OCN=>CN,O+,He:hmrate:3.0e-9:0:0 # UMIST   
He+,OCN=>CN+,O,He:hmrate:3.0e-9:0:0 # UMIST   
He+,SiN=>Si+,N,He:hmrate:2.0e-9:0:0 # UMIST   
He+,N2O=>N2,O+,He:hmrate:2.76e-10:0:0 # UMIST   
He+,N2O=>N2+,O,He:hmrate:1.24e-9:0:0 # UMIST   
He+,N2O=>NO,N+,He:hmrate:3.e-10:0:0 # UMIST   
He+,N2O=>NO+,N,He:hmrate:4.83e-10:0:0 # UMIST   
He+,CS=>S+,C,He:hmrate:1.3e-9:0:0 # UMIST   
He+,CS=>S,C+,He:hmrate:1.3e-9:0:0 # UMIST   
He+,NS=>S,N+,He:hmrate:1.2e-9:0:0 # UMIST   
He+,NS=>S+,N,He:hmrate:1.2e-9:0:0 # UMIST   
He+,SO=>S,O+,He:hmrate:8.3e-10:0:0 # UMIST   
He+,SO=>S+,O,He:hmrate:8.3e-10:0:0 # UMIST   
He+,OCS=>S,CO+,He:hmrate:7.6e-10:0:0 # UMIST   
He+,OCS=>CS+,O,He:hmrate:7.6e-10:0:0 # UMIST   
He+,OCS=>CS,O+,He:hmrate:7.6e-10:0:0 # UMIST   
He+,S2=>S+,S,He:hmrate:2.0e-9:0:0 # UMIST   
H+,NH=>NH+,H:hmrate:2.1e-9:0:0 # UMIST   
H+,NH2=>NH2+,H:hmrate:2.9e-9:0:0 # UMIST   
H+,NH3=>NH3+,H:hmrate:1.1e-9:0:0 # UMIST   
#H,CN+=>CN,H+:hmrate:1.9e-10:0:0 # UMIST 
H,CN+=>CN,H+:hmrate:6.4e-10:0:0 # UMIST2012, updated by GS on 4th April,2021  
H+,HCN=>HCN+,H:hmrate:0.0000000105:-0.13:0 # UMIST   
H,HCN+=>HCN,H+:hmrate:3.7e-11:0:0 # UMIST   
H,N2+=>N2,H+:hmrate:1.2e-10:0:0 # UMIST   
H+,NO=>NO+,H:hmrate:2.9e-9:0:0 # UMIST   
H+,HS=>HS+,H:hmrate:1.6e-9:0:0 # UMIST   
H+,SiN=>SiN+,H:hmrate:3.0e-9:0:0 # UMIST   
H+,CS=>CS+,H:hmrate:4.9e-9:0:0 # UMIST   
H+,NS=>NS+,H:hmrate:4.7e-9:0:0 # UMIST   
H+,SO=>SO+,H:hmrate:3.2e-9:0:0 # UMIST   
H+,OCS=>OCS+,H:hmrate:2.1e-9:0:0 # UMIST   
H+,S2=>S2+,H:hmrate:3.0e-9:0:0 # UMIST   
H2+,NH=>NH+,H2:hmrate:7.6e-10:0:0 # UMIST   
H2+,NH2=>NH2+,H2:hmrate:2.1e-9:0:0 # UMIST   
H2+,NH3=>NH3+,H2:hmrate:5.7e-9:0:0 # UMIST   
#H2+,CN=>CN+,H2:hmrate:1.2e-9:0:0 # UMIST 
H2+,CN=>CN+,H2:hmrate:1.2e-9:-0.5:0 # UMIST2012, updated by GS on 4th April,2021  
#H2+,HCN=>HCN+,H2:hmrate:2.7e-9:0:0 # UMIST
H2+,HCN=>HCN+,H2:hmrate:2.7e-9:-0.5:0 # UMIST2012, updated by GS on 8th April,2021  
H2+,NO=>NO+,H2:hmrate:1.1e-9:0:0 # UMIST   
He+,NH3=>NH3+,He:hmrate:2.64e-10:0:0 # UMIST   
He+,N2=>N2+,He:hmrate:6.4e-10:0:0 # UMIST   
H-,N=>NH,e-:hmrate:1.0e-9:0:0 # UMIST   
H-,NH=>NH2,e-:hmrate:1.0e-10:0:0 # UMIST   
H-,NH2=>NH3,e-:hmrate:1.0e-9:0:0 # UMIST   
H-,CN=>HCN,e-:hmrate:1.0e-10:0:0 # UMIST   
H-,NH4+=>NH3,H2:hmrate:0.00000023:-0.5:0 # UMIST   
H2,Cl+=>HCl+,H:hmrate:0.000000001:0:0 # UMIST                                      
H2,Cl=>HCl,H:hmrate:5.27e-12:1.4:1760. # UMIST(RATE2012) added by GS on 2ndApril2021   
H2,HCl+=>H2Cl+,H:hmrate:0.0000000013:0:0 # UMIST   
H3+,Cl=>HCl+,H2:hmrate:0.000000001:0:0 # UMIST   
#H3+,HCl=>H2Cl+,H2:hmrate:0.0000000038:0:0 # UMIST 
H3+,HCl=>H2Cl+,H2:hmrate:0.0000000038:-0.5:0 # UMIST(RATE2012) updated by GS 2ndApril2021  
#He+,HCl=>Cl+,He,H:hmrate:0.0000000039:-0.5:0 # UMIST 
He+,HCl=>Cl+,He,H:hmrate:0.0000000033:0:0 # UMIST(RATE2012) updated by GS 2ndApril2021
He+,CCl=>Cl,C+,He:hmrate:0.0000000033:0:0 # UMIST   
He+,ClO=>Cl+,O,He:hmrate:0.000000001:0:0 # UMIST   
H+,HCl=>HCl+,H:hmrate:0.0000000033:1:0 # UMIST   
#H3+,HNC=>HCNH+,H2:hmrate:0.0000000081:0:0 
H3+,HNC=>HCNH+,H2:hmrate:0.0000000081:-0.5:0 # UMIST2012 updated by GS 11thApril2021
#He+,HNC=>NH+,C,He:hmrate:0.0000000005:0:0 
He+,HNC=>NH+,C,He:hmrate:0.0000000005:-0.5:0 # UMIST2012 updated by GS 11thApril2021
#He+,HNC=>N,C+,He,H:hmrate:0.0000000005:0:0
He+,HNC=>N,C+,He,H:hmrate:0.0000000005:-0.5:0 # UMIST2012 updated by GS 11thApril2021  
#He+,HNC=>CN+,He,H:hmrate:0.0000000005:0:0 
He+,HNC=>CN+,He,H:hmrate:0.0000000005:-0.5:0 # UMIST2012 updated by GS 11thApril2021 
H+,HNC=>HCN,H+:hmrate:0.000000001:0:0 
#H,HNC=>HCN,H:h_hnc_hcn_h:0.000000000000136:4.48:0
H,HNC=>HCN,H:hmrate:4.e-11:0:1200 # 2012A&A...541A..21H updated by GS 13thJune2021
#H,HNC=>HCN,H:hmrate:1.14e-13:4.23:-114.60 # UMIST2012 updated by GS 11thApril2021  #BIG BLOTCH in HNC for h2_t2000.in, typo in UMIST2012?
H2,HCN+=>HCNH+,H:hmrate:0.0000000009:0:0 
#H3+,HCN=>HCNH+,H2:hmrate:0.0000000081:0:0 
H3+,HCN=>HCNH+,H2:hmrate:0.0000000081:-0.5:0 # UMIST2012 updated by GS 8thApril2021
H,C2=>CH,C:hmrate:4.67e-10:0.5:30450 # UMIST	 
H+,C2=>C2+,H:hmrate:3.1e-9:0:0 # UMIST	 
H2+,C2=>C2+,H2:hmrate:1.1e-9:0:0 # UMIST	 
He+,C2=>C2+,He:hmrate:5.0e-10:0:0 # UMIST	 
He+,C2H=>C2+,He,H:hmrate:0.000000001:0:0 
He+,C2H=>CH+,C,He:hmrate:0.0000000015:0:0 
#He+,C2H=>CH,C+,He:hmrate:0.0000000015:0:0 
He+,C2H=>CH,C+,He:hmrate:5.1e-10:0:0 # UMIST2012 updated by GS 20thMay2021
H-,C2=>C2H,e-:hmrate:0.00000000235:0:0 
