1.00351e-08	2.256e-30 nuFnu extrapolate
1.00853e-08	2.291e-30
1.01359e-08	2.325e-30
1.01867e-08	2.360e-30
1.02377e-08	2.396e-30
1.02891e-08	2.432e-30
1.03406e-08	2.469e-30
1.03924e-08	2.506e-30
1.04445e-08	2.544e-30
1.04969e-08	2.583e-30
1.05495e-08	2.622e-30
1.06024e-08	2.661e-30
1.06555e-08	2.701e-30
1.07089e-08	2.742e-30
1.07626e-08	2.784e-30
1.08165e-08	2.826e-30
1.08707e-08	2.868e-30
1.09252e-08	2.912e-30
1.09800e-08	2.956e-30
1.10350e-08	3.000e-30
1.10903e-08	3.046e-30
1.11459e-08	3.092e-30
1.12017e-08	3.138e-30
1.12579e-08	3.186e-30
1.13143e-08	3.234e-30
1.13710e-08	3.283e-30
1.14280e-08	3.333e-30
1.14853e-08	3.383e-30
1.15428e-08	3.434e-30
1.16007e-08	3.486e-30
1.16588e-08	3.539e-30
1.17173e-08	3.592e-30
1.17760e-08	3.646e-30
1.18350e-08	3.701e-30
1.18943e-08	3.757e-30
1.19539e-08	3.814e-30
1.20138e-08	3.872e-30
1.20741e-08	3.930e-30
1.21346e-08	3.990e-30
1.21954e-08	4.050e-30
1.22565e-08	4.111e-30
1.23179e-08	4.173e-30
1.23797e-08	4.236e-30
1.24417e-08	4.300e-30
1.25041e-08	4.365e-30
1.25667e-08	4.431e-30
1.26297e-08	4.498e-30
1.26930e-08	4.566e-30
1.27566e-08	4.635e-30
1.28206e-08	4.705e-30
1.28848e-08	4.776e-30
1.29494e-08	4.849e-30
1.30143e-08	4.922e-30
1.30795e-08	4.996e-30
1.31451e-08	5.072e-30
1.32110e-08	5.148e-30
1.32772e-08	5.226e-30
1.33437e-08	5.305e-30
1.34106e-08	5.385e-30
1.34778e-08	5.467e-30
1.35453e-08	5.549e-30
1.36132e-08	5.633e-30
1.36815e-08	5.718e-30
1.37500e-08	5.805e-30
1.38189e-08	5.892e-30
1.38882e-08	5.981e-30
1.39578e-08	6.072e-30
1.40278e-08	6.164e-30
1.40981e-08	6.257e-30
1.41687e-08	6.351e-30
1.42397e-08	6.447e-30
1.43111e-08	6.545e-30
1.43828e-08	6.643e-30
1.44549e-08	6.744e-30
1.45274e-08	6.846e-30
1.46002e-08	6.949e-30
1.46733e-08	7.054e-30
1.47469e-08	7.161e-30
1.48208e-08	7.269e-30
1.48951e-08	7.379e-30
1.49697e-08	7.490e-30
1.50447e-08	7.604e-30
1.51201e-08	7.718e-30
1.51959e-08	7.835e-30
1.52721e-08	7.953e-30
1.53486e-08	8.074e-30
1.54256e-08	8.196e-30
1.55029e-08	8.320e-30
1.55806e-08	8.445e-30
1.56586e-08	8.573e-30
1.57371e-08	8.702e-30
1.58160e-08	8.834e-30
1.58953e-08	8.967e-30
1.59749e-08	9.103e-30
1.60550e-08	9.240e-30
1.61355e-08	9.380e-30
1.62163e-08	9.522e-30
1.62976e-08	9.666e-30
1.63793e-08	9.812e-30
1.64614e-08	9.960e-30
1.65439e-08	1.011e-29
1.66268e-08	1.026e-29
1.67101e-08	1.042e-29
1.67939e-08	1.058e-29
1.68780e-08	1.074e-29
1.69626e-08	1.090e-29
1.70476e-08	1.106e-29
1.71331e-08	1.123e-29
1.72189e-08	1.140e-29
1.73052e-08	1.157e-29
1.73920e-08	1.175e-29
1.74791e-08	1.192e-29
1.75667e-08	1.210e-29
1.76548e-08	1.229e-29
1.77433e-08	1.247e-29
1.78322e-08	1.266e-29
1.79216e-08	1.285e-29
1.80114e-08	1.305e-29
1.81017e-08	1.324e-29
1.81924e-08	1.344e-29
1.82836e-08	1.365e-29
1.83752e-08	1.385e-29
1.84673e-08	1.406e-29
1.85598e-08	1.428e-29
1.86529e-08	1.449e-29
1.87463e-08	1.471e-29
1.88403e-08	1.493e-29
1.89347e-08	1.516e-29
1.90296e-08	1.539e-29
1.91250e-08	1.562e-29
1.92208e-08	1.586e-29
