#
# Table of transition probabilities for n' -> n of hydrogenic ions
#
# All Z-dependence has been removed in the numbers below. To use them
# they need to be modified as follows:
#
#   Aki = Ared * Z^4 * R_M(Z)
#
# where Aki is the true Einstein A coefficient in s^-1, Ared is number
# in the table below, Z is the atomic number (1=hydrogen, 2=helium, etc),
# and R_M(Z) is the reduced mass Rydberg constant in cm^-1 for the ion.
#
# The numbers were calculated using the routine ttp() from the ATLL@123
#
# Peter van Hoof, 2018-09-26
#
  201809260 # magic number
  100       # upper limit for n'
#
# column 1: quantum number n for lower level
# column 2: quantum number n' for upper level
# column 3: reduced transition probability Ared in cm/s (see above)
#
1	2	4.2841e+03
1	3	5.0832e+02
2	3	4.0210e+02
1	4	1.1657e+02
2	4	7.6764e+01
3	4	8.1932e+01
1	5	3.7611e+01
2	5	2.3071e+01
3	5	2.0066e+01
4	5	2.4611e+01
1	6	1.4990e+01
2	6	8.8732e+00
3	6	7.0961e+00
4	6	7.0306e+00
5	6	9.3492e+00
1	7	6.9007e+00
2	7	4.0016e+00
3	7	3.0622e+00
4	7	2.7731e+00
5	7	2.9658e+00
6	7	4.1583e+00
1	8	3.5280e+00
2	8	2.0194e+00
3	8	1.5050e+00
4	8	1.2985e+00
5	8	1.2653e+00
6	8	1.4232e+00
7	8	2.0716e+00
1	9	1.9535e+00
2	9	1.1084e+00
3	9	8.1192e-01
4	9	6.8011e-01
5	9	6.2983e-01
6	9	6.4418e-01
7	9	7.5102e-01
8	9	1.1241e+00
1	10	1.1517e+00
2	10	6.4939e-01
3	10	4.7008e-01
4	10	3.8611e-01
5	10	3.4646e-01
6	10	3.3627e-01
7	10	3.5603e-01
8	10	4.2636e-01
9	10	6.5204e-01
1	11	7.1429e-01
2	11	4.0092e-01
3	11	2.8774e-01
4	11	2.3310e-01
5	11	2.0478e-01
6	11	1.9234e-01
7	11	1.9305e-01
8	11	2.0977e-01
9	11	2.5649e-01
10	11	3.9905e-01
1	12	4.6190e-01
2	12	2.5837e-01
3	12	1.8424e-01
4	12	1.4775e-01
5	12	1.2787e-01
6	12	1.1747e-01
7	12	1.1400e-01
8	12	1.1734e-01
9	12	1.3010e-01
10	12	1.6175e-01
11	12	2.5519e-01
1	13	3.0934e-01
2	13	1.7257e-01
3	13	1.2245e-01
4	13	9.7457e-02
5	13	8.3409e-02
6	13	7.5418e-02
7	13	7.1534e-02
8	13	7.1151e-02
9	13	7.4691e-02
10	13	8.4164e-02
11	13	1.0607e-01
12	13	1.6931e-01
1	14	2.1344e-01
2	14	1.1882e-01
3	14	8.3988e-02
4	14	6.6448e-02
5	14	5.6390e-02
6	14	5.0388e-02
7	14	4.7012e-02
8	14	4.5678e-02
9	14	4.6315e-02
10	14	4.9392e-02
11	14	5.6398e-02
12	14	7.1886e-02
13	14	1.1588e-01
1	15	1.5110e-01
2	15	8.3974e-02
3	15	5.9174e-02
4	15	4.6597e-02
5	15	3.9282e-02
6	15	3.4784e-02
7	15	3.2056e-02
8	15	3.0623e-02
9	15	3.0319e-02
10	15	3.1220e-02
11	15	3.3728e-02
12	15	3.8940e-02
13	15	5.0111e-02
14	15	8.1461e-02
1	16	1.0939e-01
2	16	6.0708e-02
3	16	4.2671e-02
4	16	3.3475e-02
5	16	2.8071e-02
6	16	2.4680e-02
7	16	2.2528e-02
8	16	2.1249e-02
9	16	2.0678e-02
10	16	2.0785e-02
11	16	2.1675e-02
12	16	2.3671e-02
13	16	2.7587e-02
14	16	3.5794e-02
15	16	5.8611e-02
1	17	8.0760e-02
2	17	4.4768e-02
3	17	3.1402e-02
4	17	2.4558e-02
5	17	2.0506e-02
6	17	1.7925e-02
7	17	1.6240e-02
8	17	1.5168e-02
9	17	1.4569e-02
10	17	1.4389e-02
11	17	1.4645e-02
12	17	1.5435e-02
13	17	1.7012e-02
14	17	1.9986e-02
15	17	2.6117e-02
16	17	4.3038e-02
1	18	6.0669e-02
2	18	3.3599e-02
3	18	2.3527e-02
4	18	1.8352e-02
5	18	1.5269e-02
6	18	1.3286e-02
7	18	1.1964e-02
8	18	1.1086e-02
9	18	1.0542e-02
10	18	1.0275e-02
11	18	1.0273e-02
12	18	1.0565e-02
13	18	1.1236e-02
14	18	1.2481e-02
15	18	1.4766e-02
16	18	1.9416e-02
17	18	3.2176e-02
1	19	4.6288e-02
2	19	2.5614e-02
3	19	1.7910e-02
4	19	1.3940e-02
5	19	1.1564e-02
6	19	1.0023e-02
7	19	8.9806e-03
8	19	8.2697e-03
9	19	7.8001e-03
10	19	7.5244e-03
11	19	7.4227e-03
12	19	7.4980e-03
13	19	7.7794e-03
14	19	8.3377e-03
15	19	9.3258e-03
16	19	1.1100e-02
17	19	1.4677e-02
18	19	2.4443e-02
1	20	3.5811e-02
2	20	1.9802e-02
3	20	1.3829e-02
4	20	1.0744e-02
5	20	8.8907e-03
6	20	7.6806e-03
7	20	6.8536e-03
8	20	6.2782e-03
9	20	5.8831e-03
10	20	5.6286e-03
11	20	5.4945e-03
12	20	5.4752e-03
13	20	5.5790e-03
14	20	5.8327e-03
15	20	6.2935e-03
16	20	7.0817e-03
17	20	8.4749e-03
18	20	1.1260e-02
19	20	1.8837e-02
1	21	2.8054e-02
2	21	1.5504e-02
3	21	1.0816e-02
4	21	8.3898e-03
5	21	6.9278e-03
6	21	5.9684e-03
7	21	5.3072e-03
8	21	4.8406e-03
9	21	4.5115e-03
10	21	4.2875e-03
11	21	4.1503e-03
12	21	4.0920e-03
13	21	4.1127e-03
14	21	4.2223e-03
15	21	4.4436e-03
16	21	4.8231e-03
17	21	5.4560e-03
18	21	6.5608e-03
19	21	8.7551e-03
20	21	1.4705e-02
1	22	2.2229e-02
2	22	1.2279e-02
3	22	8.5577e-03
4	22	6.6292e-03
5	22	5.4641e-03
6	22	4.6963e-03
7	22	4.1637e-03
8	22	3.7837e-03
9	22	3.5106e-03
10	22	3.3178e-03
11	22	3.1897e-03
12	22	3.1182e-03
13	22	3.1005e-03
14	22	3.1393e-03
15	22	3.2441e-03
16	22	3.4340e-03
17	22	3.7468e-03
18	22	4.2585e-03
19	22	5.1429e-03
20	22	6.8900e-03
21	22	1.1614e-02
1	23	1.7797e-02
2	23	9.8260e-03
3	23	6.8428e-03
4	23	5.2946e-03
5	23	4.3571e-03
6	23	3.7373e-03
7	23	3.3050e-03
8	23	2.9940e-03
9	23	2.7673e-03
10	23	2.6032e-03
11	23	2.4885e-03
12	23	2.4158e-03
13	23	2.3815e-03
14	23	2.3853e-03
15	23	2.4308e-03
16	23	2.5263e-03
17	23	2.6881e-03
18	23	2.9466e-03
19	23	3.3632e-03
20	23	4.0774e-03
21	23	5.4821e-03
22	23	9.2713e-03
1	24	1.4384e-02
2	24	7.9386e-03
3	24	5.5246e-03
4	24	4.2702e-03
5	24	3.5093e-03
6	24	3.0047e-03
7	24	2.6514e-03
8	24	2.3954e-03
9	24	2.2068e-03
10	24	2.0677e-03
11	24	1.9673e-03
12	24	1.8988e-03
13	24	1.8586e-03
14	24	1.8454e-03
15	24	1.8602e-03
16	24	1.9064e-03
17	24	1.9915e-03
18	24	2.1287e-03
19	24	2.3432e-03
20	24	2.6847e-03
21	24	3.2663e-03
22	24	4.4057e-03
23	24	7.4733e-03
1	25	1.1727e-02
2	25	6.4701e-03
3	25	4.4998e-03
4	25	3.4750e-03
5	25	2.8523e-03
6	25	2.4385e-03
7	25	2.1476e-03
8	25	1.9357e-03
9	25	1.7783e-03
10	25	1.6606e-03
11	25	1.5735e-03
12	25	1.5114e-03
13	25	1.4708e-03
14	25	1.4499e-03
15	25	1.4487e-03
16	25	1.4685e-03
17	25	1.5126e-03
18	25	1.5872e-03
19	25	1.7036e-03
20	25	1.8823e-03
21	25	2.1641e-03
22	25	2.6413e-03
23	25	3.5733e-03
24	25	6.0779e-03
1	26	9.6383e-03
2	26	5.3159e-03
3	26	3.6951e-03
4	26	2.8512e-03
